name,lat,lon
Aqualabo-Pumpstation-1+280_N313_GW.23,-221.1631383,2004.665101
P-VR-WaterLevel_N322_GW.21,2336.056602,6812.116596
P-HS-WaterLevel_N311_GW.21,3336.885604,6859.864189
Aqualabo-HS_N328_GW.21,3336.951975,6859.912586
P-GH-Ditch-2_+365_323.0_N323_GW.20,2557.611484,1960.36609
P-EF62406A_+172_287.1_N319_GW.22,1270.829,2134.689
P-EF62406B_+172_335.1_N319_GW.22,1270.829,2134.689
P-EF63151A_+181_329.3_N292_GW.22,702.936,2688.674
P-GH55084A_-271_357.0_N318_GW.20,3179,2956.6
P-GH55084B_-271_370.5_N318_GW.20,3179,2956.6
P-GH55084C_-271_382.5_N318_GW.20,3179,2956.6
P-GH55084D_-271_390.5_N318_GW.20,3179,2956.6
P-GH-Ditch-1_+345_323.0_N323_GW.20,2522.227393,1975.338121
P-GH56450J_-060_344.1_N081_GW.22,2002.244,2172.574
P-GH55078A_-1309_373.1_N332_GW.20,2792.215,3920.49
P-EF63551D_-238_393.5_N54912_GW.22,859.963,3245.861
PD-V2-1100-A_+001_419.4_N336_GW.21,2137.91,6013.016
PF-V2-0900-B_+003_416.5_N335_GW.21,2280.477,6145.927
PD-V2-0900-A_+003_420.5_N334_GW.21,2284.078,6149.383
PF-V2-1100-B_+001_413.9_N337_GW.21,2134.098,6009.693
PD-V2-1300-A_+003_421.0_N338_GW.21,1980.938,5891.227
PF-V2-1300-B_+003_415.4_N339_GW.21,1976.859,5888.44
PD-V2-1500-A_+002_430.9_N340_GW.21,1816.476,5777.468
PF-V2-1500-B_+002_426.4_N341_GW.21,1812.403,5774.604
VST-EF63287A_+146_349.2_N342_GW.22,663.8752845,2821.280704
VST-EF63287B_+146_352.5_N343_GW.22,664.3722118,2824.541445
VST-EF63316A_+236_348.3_N344_GW.22,574.2258912,2803.340649
VST-GH55493A_+250_338.4_N345_GW.20,3028.581,2305.733
VST-GH56128A_+271_326.4_N346_GW.20,2411.748,2007.452
VST-GH56524A_+270_331.6_N347_GW.20,2170.971,1882.123
U3-Spillway_Downstream_WaterLevel_N348_GW.23,53.88843827,2697.842605
P-EF63816A_-215_400.1_N349_GW.22,705.88,3462.269
P-EF63826A_-269_396.1_N350_GW.22,745.367,3498.089
P-EF63826B_-269_400.1_N350_GW.22,745.367,3498.089
P-EF63823A_-279_400.1_N350_GW.22,756.472,3501.14
P-EF62160B_+004_364.7_N059_GW.22,1521.23,2057.86
VST-TT3_034_352.5_N77482_GW.23,502.999,2698.722
INKL-GH55602A_+152_323.9_N106227_GW.20,2887.106,2341.598
INKL-GH55716A_+152_322.4_N106207_GW.20,2786.202,2289.311
INKL-GH55511A_+143_326.3_N105816_GW.20,2962.864,2392.217
INKL-EF62315B_-133_339.9_N105902_GW.23,1568.393,2274.559
INKL-GH56005A_+164_328.8_N61795_GW.20,2499.975,2144.246
INKL-GH55928A_+165_323.2_N105901_GW.20,2603.548,2180.061
INKL-GH56471A_+026_330.2_N128198_GW.20,2051.777,2101.484
INKL-GH55413A_-024_345.7_N61907_GW.20,2974.104,2585.456
INKL-GH56079A_+165_328.5_N105915_GW.20,2429.185,2122.513
INKL-GH56191A_+176_327.1_N105885_GW.20,2324.459,2081.363
INKL-GH56450C_-148_344.6_N106213_GW.20,1954.371,2247.317
INKL-GH56469A_-069_340.4_N105870_GW.20,1991.324,2174.523
INKL-GH55454A_-145_330.8_N106203_N106641_GW.20,2885.465,2675.829
INKL-EF63625A_-109_371.8_N106182_GW.22,711.937,3243.447
INKL-GH55818A_+178_310.2_N106752_GW.20,2707.311,2219.368
INKL-EF62940A_+024_329.1_N106560_N106477_GW.22,982.219,2607.218
INKL-GH55144A_+134_346.5_N105882_GW.20,3275.909,2558.834
INKL-IJ1313B_+018_332.7_N128180_GW.23,-155.285,2016.64
INKL-IJ0500A_+018_318.5_N128302_GW.23,197.954,1352.473
INKL-IJ0200A_+012_339.7_N555555_GW.23,484.526,1293.403
INKL-IJ0375A_+013_336.4_N107568_GW.23,313.895,1300.593
INKL-GH56551A_+150_324.1_N61853_GW.20,2072.832,1955.919
INKL-GH55402A_+133_328.2_N205871_GW.20,3055.432,2450.902
INKL-GH56452A_+146_330.3_N105883_GW.20,2144.703,2022.957
INKL-GH55978A_+036_330.0_N106484_GW.20,2491.16,2274.77
INKL-IJ1313A_+011_337.5_N128391_GW.23,-148.467,2016.547
INKL-EF62244A_+004_333.1_N330_GW.22,1484.221,2133.957
INKL-EF62713A_+006_312.2_N329_GW.22,1160.276,2465.64
INKL-EF63057A_+005_333.8_N331_GW.22,909.464,2700.64
